,file_path,length,label
127,0017/Neutral/train/0017_000176.wav,74560,
128,0020/Sad/train/0020_001153.wav,74448,
129,0012/Happy/train/0012_000974.wav,74394,
130,0014/Angry/train/0014_000540.wav,74368,
131,0020/Happy/train/0020_000771.wav,74192,
132,0020/Sad/train/0020_001125.wav,74192,
133,0020/Sad/train/0020_001194.wav,74128,
134,0014/Neutral/train/0014_000310.wav,74128,
135,0018/Angry/train/0018_000605.wav,74128,
136,0020/Happy/train/0020_000911.wav,74128,
137,0020/Happy/train/0020_000829.wav,74000,
138,0019/Surprise/train/0019_001710.wav,73904,
139,0012/Surprise/train/0012_001611.wav,73892,
140,0012/Surprise/train/0012_001582.wav,73876,
141,0018/Sad/train/0018_001336.wav,73840,
142,0018/Sad/train/0018_001198.wav,73840,
143,0013/Happy/train/0013_000993.wav,73728,
144,0019/Surprise/train/0019_001674.wav,73712,
145,0020/Happy/train/0020_000942.wav,73696,
146,0019/Happy/train/0019_000974.wav,73696,
147,0020/Sad/train/0020_001188.wav,73680,
148,0012/Surprise/train/0012_001459.wav,73680,
149,0013/Neutral/train/0013_000176.wav,73680,
150,0020/Neutral/train/0020_000176.wav,73520,
151,0012/Surprise/train/0012_001705.wav,73392,
152,0020/Happy/train/0020_001006.wav,73296,
153,0017/Angry/train/0017_000488.wav,73280,
154,0014/Sad/train/0014_001329.wav,73216,
155,0014/Sad/train/0014_001198.wav,73152,
156,0018/Sad/train/0018_001257.wav,73136,
157,0014/Surprise/train/0014_001674.wav,73024,
158,0015/Angry/train/0015_000526.wav,72944,
159,0013/Surprise/train/0013_001642.wav,72848,
160,0019/Angry/train/0019_000577.wav,72816,
161,0014/Neutral/train/0014_000114.wav,72768,
162,0019/Surprise/train/0019_001647.wav,72672,
163,0014/Neutral/train/0014_000340.wav,72656,
164,0013/Angry/train/0013_000535.wav,72624,
165,0016/Angry/train/0016_000660.wav,72608,
166,0019/Sad/train/0019_001188.wav,72576,
167,0020/Happy/train/0020_000782.wav,72576,
168,0014/Surprise/train/0014_001576.wav,72560,
169,0014/Sad/train/0014_001358.wav,72528,
170,0015/Surprise/train/0015_001576.wav,72512,
171,0020/Happy/train/0020_001008.wav,72464,
172,0018/Angry/train/0018_000526.wav,72432,
173,0015/Surprise/train/0015_001655.wav,72432,
174,0020/Happy/train/0020_000836.wav,72400,
175,0013/Happy/train/0013_000986.wav,72384,
176,0014/Neutral/train/0014_000059.wav,72368,
177,0019/Surprise/train/0019_001719.wav,72368,
178,0016/Sad/train/0016_001261.wav,72336,
179,0020/Happy/train/0020_000814.wav,72208,
180,0011/Happy/train/0011_000927.wav,72160,
181,0018/Surprise/train/0018_001576.wav,72112,
182,0015/Sad/train/0015_001355.wav,72112,
183,0014/Happy/train/0014_000814.wav,72048,
184,0012/Sad/train/0012_001198.wav,71957,
185,0013/Neutral/train/0013_000255.wav,71952,
186,0014/Neutral/train/0014_000306.wav,71936,
187,0012/Happy/train/0012_000927.wav,71904,
188,0016/Sad/train/0016_001197.wav,71840,
189,0017/Neutral/train/0017_000255.wav,71728,
190,0019/Surprise/train/0019_001514.wav,71696,
191,0017/Angry/train/0017_000457.wav,71696,
192,0020/Happy/train/0020_000785.wav,71648,
193,0012/Sad/train/0012_001226.wav,71637,
194,0016/Sad/train/0016_001186.wav,71632,
195,0013/Happy/train/0013_001029.wav,71616,
196,0020/Happy/train/0020_000838.wav,71600,
197,0013/Angry/train/0013_000679.wav,71520,
198,0012/Surprise/train/0012_001709.wav,71476,
199,0014/Happy/train/0014_001008.wav,71440,
200,0014/Angry/train/0014_000623.wav,71376,
201,0020/Sad/train/0020_001369.wav,71360,
202,0015/Happy/train/0015_000955.wav,71248,
203,0015/Surprise/train/0015_001705.wav,71216,
204,0016/Sad/train/0016_001188.wav,71200,
205,0020/Sad/train/0020_001390.wav,71184,
206,0012/Surprise/train/0012_001596.wav,71156,
207,0013/Angry/train/0013_000536.wav,71152,
208,0012/Surprise/train/0012_001633.wav,71104,
209,0014/Happy/train/0014_000927.wav,71104,
210,0020/Happy/train/0020_001015.wav,71088,
211,0019/Angry/train/0019_000605.wav,71072,
212,0012/Surprise/train/0012_001548.wav,71056,
213,0017/Sad/train/0017_001226.wav,71008,
214,0019/Surprise/train/0019_001642.wav,70976,
215,0020/Sad/train/0020_001308.wav,70960,
216,0020/Sad/train/0020_001292.wav,70912,
217,0020/Happy/train/0020_000897.wav,70912,
218,0013/Surprise/train/0013_001661.wav,70896,
219,0012/Sad/train/0012_001109.wav,70848,
220,0020/Sad/train/0020_001311.wav,70832,
221,0014/Neutral/train/0014_000297.wav,70768,
222,0020/Happy/train/0020_000886.wav,70688,
223,0017/Angry/train/0017_000479.wav,70672,
224,0018/Happy/train/0018_000876.wav,70656,
225,0013/Angry/train/0013_000540.wav,70640,
226,0011/Neutral/train/0011_000274.wav,70624,
227,0017/Angry/train/0017_000647.wav,70608,
228,0014/Angry/train/0014_000488.wav,70560,
229,0012/Surprise/train/0012_001710.wav,70464,
230,0014/Angry/train/0014_000547.wav,70432,
231,0020/Sad/train/0020_001355.wav,70416,
232,0013/Sad/train/0013_001235.wav,70368,
233,0020/Sad/train/0020_001283.wav,70352,
234,0012/Surprise/train/0012_001586.wav,70240,
235,0017/Angry/train/0017_000679.wav,70224,
236,0012/Sad/train/0012_001292.wav,70208,
237,0014/Neutral/train/0014_000207.wav,70192,
238,0012/Angry/train/0012_000605.wav,70176,
239,0012/Sad/train/0012_001329.wav,70165,
240,0020/Happy/train/0020_001019.wav,70160,
241,0016/Sad/train/0016_001258.wav,70160,
242,0019/Angry/train/0019_000624.wav,70160,
243,0016/Neutral/train/0016_000227.wav,70160,
244,0020/Sad/train/0020_001356.wav,70160,
245,0012/Sad/train/0012_001277.wav,70080,
246,0020/Sad/train/0020_001135.wav,70032,
247,0013/Happy/train/0013_001034.wav,70032,
248,0020/Sad/train/0020_001257.wav,70000,
249,0019/Happy/train/0019_000907.wav,69984,
250,0020/Sad/train/0020_001276.wav,69936,
251,0020/Happy/train/0020_000855.wav,69936,
252,0013/Neutral/train/0013_000227.wav,69920,
253,0011/Sad/train/0011_001226.wav,69920,
254,0020/Happy/train/0020_001029.wav,69872,
255,0014/Sad/train/0014_001311.wav,69856,
256,0015/Angry/train/0015_000690.wav,69824,
257,0016/Sad/train/0016_001379.wav,69808,
258,0018/Sad/train/0018_001174.wav,69808,
259,0011/Angry/train/0011_000577.wav,69792,
260,0014/Surprise/train/0014_001627.wav,69792,
261,0012/Surprise/train/0012_001697.wav,69764,
262,0015/Angry/train/0015_000488.wav,69760,
263,0012/Angry/train/0012_000577.wav,69746,
264,0020/Happy/train/0020_000788.wav,69744,
265,0016/Sad/train/0016_001198.wav,69744,
266,0019/Sad/train/0019_001324.wav,69712,
267,0013/Surprise/train/0013_001548.wav,69680,
268,0020/Happy/train/0020_000759.wav,69664,
269,0017/Angry/train/0017_000438.wav,69648,
270,0013/Sad/train/0013_001324.wav,69632,
271,0019/Sad/train/0019_001305.wav,69632,
272,0017/Sad/train/0017_001277.wav,69600,
273,0013/Angry/train/0013_000546.wav,69520,
274,0015/Sad/train/0015_001198.wav,69456,
275,0020/Angry/train/0020_000526.wav,69456,
276,0018/Neutral/train/0018_000274.wav,69456,
277,0016/Sad/train/0016_001292.wav,69440,
278,0014/Neutral/train/0014_000138.wav,69408,
279,0016/Sad/train/0016_001249.wav,69360,
280,0017/Sad/train/0017_001360.wav,69360,
281,0012/Neutral/train/0012_000176.wav,69344,
282,0014/Neutral/train/0014_000279.wav,69328,
283,0017/Angry/train/0017_000409.wav,69312,
284,0014/Sad/train/0014_001390.wav,69312,
285,0016/Sad/train/0016_001343.wav,69312,
286,0020/Happy/train/0020_000844.wav,69312,
287,0019/Happy/train/0019_001010.wav,69280,
288,0012/Surprise/train/0012_001729.wav,69280,
289,0020/Sad/train/0020_001260.wav,69280,
290,0015/Surprise/train/0015_001627.wav,69248,
291,0013/Angry/train/0013_000669.wav,69136,
292,0012/Sad/train/0012_001360.wav,69120,
293,0013/Surprise/train/0013_001633.wav,69104,
294,0013/Sad/train/0013_001390.wav,69072,
295,0017/Angry/train/0017_000453.wav,69040,
296,0020/Sad/train/0020_001309.wav,69040,
297,0011/Neutral/train/0011_000255.wav,68992,
298,0016/Sad/train/0016_001359.wav,68976,
299,0017/Angry/train/0017_000597.wav,68960,
300,0020/Happy/train/0020_000907.wav,68960,
301,0020/Happy/train/0020_001048.wav,68944,
302,0011/Surprise/train/0011_001627.wav,68944,
303,0016/Sad/train/0016_001181.wav,68928,
304,0019/Sad/train/0019_001292.wav,68928,
305,0014/Neutral/train/0014_000233.wav,68912,
306,0013/Sad/train/0013_001311.wav,68864,
307,0014/Sad/train/0014_001102.wav,68864,
308,0019/Happy/train/0019_000848.wav,68848,
309,0015/Sad/train/0015_001358.wav,68832,
310,0014/Angry/train/0014_000479.wav,68832,
311,0019/Happy/train/0019_000838.wav,68784,
312,0012/Surprise/train/0012_001731.wav,68768,
313,0012/Sad/train/0012_001257.wav,68752,
314,0020/Sad/train/0020_001360.wav,68736,
315,0013/Angry/train/0013_000592.wav,68688,
316,0014/Neutral/train/0014_000329.wav,68672,
317,0020/Happy/train/0020_001010.wav,68672,
318,0014/Angry/train/0014_000576.wav,68672,
319,0013/Neutral/train/0013_000308.wav,68656,
320,0019/Happy/train/0019_000890.wav,68624,
321,0012/Surprise/train/0012_001679.wav,68576,
322,0013/Sad/train/0013_001109.wav,68544,
323,0019/Surprise/train/0019_001709.wav,68528,
324,0020/Happy/train/0020_000781.wav,68528,
325,0020/Happy/train/0020_000961.wav,68512,
326,0013/Happy/train/0013_000890.wav,68496,
327,0019/Surprise/train/0019_001715.wav,68480,
328,0016/Sad/train/0016_001232.wav,68480,
329,0013/Happy/train/0013_000956.wav,68432,
330,0016/Sad/train/0016_001358.wav,68368,
331,0014/Sad/train/0014_001164.wav,68368,
332,0013/Sad/train/0013_001164.wav,68368,
333,0012/Surprise/train/0012_001524.wav,68340,
334,0017/Angry/train/0017_000622.wav,68304,
335,0011/Sad/train/0011_001277.wav,68304,
336,0017/Happy/train/0017_000927.wav,68272,
337,0014/Sad/train/0014_001194.wav,68272,
338,0013/Angry/train/0013_000409.wav,68240,
339,0020/Sad/train/0020_001205.wav,68240,
340,0014/Sad/train/0014_001384.wav,68224,
341,0014/Angry/train/0014_000690.wav,68224,
342,0018/Sad/train/0018_001324.wav,68208,
343,0014/Sad/train/0014_001360.wav,68176,
344,0019/Surprise/train/0019_001524.wav,68160,
345,0012/Sad/train/0012_001164.wav,68138,
346,0013/Angry/train/0013_000623.wav,68128,
347,0018/Neutral/train/0018_000255.wav,68096,
348,0014/Neutral/train/0014_000247.wav,68080,
349,0013/Neutral/train/0013_000274.wav,68064,
350,0016/Sad/train/0016_001179.wav,68048,
351,0020/Sad/train/0020_001323.wav,68032,
352,0016/Sad/train/0016_001248.wav,68016,
353,0019/Happy/train/0019_000942.wav,67984,
354,0014/Sad/train/0014_001335.wav,67984,
355,0017/Sad/train/0017_001358.wav,67952,
356,0012/Happy/train/0012_000942.wav,67885,
357,0014/Sad/train/0014_001257.wav,67840,
358,0015/Happy/train/0015_000974.wav,67808,
359,0016/Sad/train/0016_001323.wav,67776,
360,0020/Surprise/train/0020_001627.wav,67760,
361,0020/Angry/train/0020_000577.wav,67728,
362,0020/Happy/train/0020_000752.wav,67696,
363,0014/Sad/train/0014_001355.wav,67696,
364,0013/Happy/train/0013_000973.wav,67680,
365,0016/Sad/train/0016_001269.wav,67680,
366,0020/Happy/train/0020_000959.wav,67632,
367,0013/Happy/train/0013_000838.wav,67600,
368,0020/Sad/train/0020_001186.wav,67600,
369,0015/Angry/train/0015_000624.wav,67584,
370,0015/Sad/train/0015_001360.wav,67568,
371,0014/Neutral/train/0014_000272.wav,67568,
372,0017/Angry/train/0017_000498.wav,67552,
373,0013/Surprise/train/0013_001710.wav,67520,
374,0013/Angry/train/0013_000643.wav,67520,
375,0020/Happy/train/0020_001020.wav,67504,
376,0012/Surprise/train/0012_001673.wav,67440,
377,0020/Sad/train/0020_001254.wav,67376,
378,0012/Sad/train/0012_001356.wav,67328,
379,0012/Happy/train/0012_000848.wav,67314,
380,0019/Sad/train/0019_001358.wav,67296,
381,0020/Happy/train/0020_001009.wav,67264,
382,0017/Happy/train/0017_000974.wav,67248,
383,0017/Happy/train/0017_000876.wav,67232,
384,0019/Happy/train/0019_001005.wav,67216,
385,0014/Angry/train/0014_000514.wav,67216,
386,0015/Sad/train/0015_001179.wav,67200,
387,0012/Surprise/train/0012_001544.wav,67152,
388,0013/Angry/train/0013_000513.wav,67152,
389,0019/Happy/train/0019_000847.wav,67136,
390,0019/Surprise/train/0019_001708.wav,67136,
391,0012/Surprise/train/0012_001748.wav,67124,
392,0016/Sad/train/0016_001247.wav,67120,
393,0020/Happy/train/0020_000960.wav,67120,
394,0014/Sad/train/0014_001369.wav,67104,
395,0020/Happy/train/0020_000831.wav,67056,
396,0016/Sad/train/0016_001240.wav,67024,
397,0019/Angry/train/0019_000660.wav,67024,
398,0013/Surprise/train/0013_001708.wav,67008,
399,0016/Neutral/train/0016_000176.wav,66960,
400,0019/Surprise/train/0019_001673.wav,66960,
401,0020/Happy/train/0020_000775.wav,66928,
402,0020/Sad/train/0020_001379.wav,66928,
403,0012/Happy/train/0012_000782.wav,66912,
404,0014/Sad/train/0014_001132.wav,66896,
405,0014/Angry/train/0014_000561.wav,66864,
406,0012/Surprise/train/0012_001740.wav,66852,
407,0020/Happy/train/0020_000825.wav,66848,
408,0013/Happy/train/0013_001008.wav,66848,
409,0015/Sad/train/0015_001194.wav,66816,
410,0020/Happy/train/0020_000947.wav,66816,
411,0019/Happy/train/0019_001029.wav,66800,
412,0016/Angry/train/0016_000659.wav,66800,
413,0012/Surprise/train/0012_001715.wav,66752,
414,0014/Neutral/train/0014_000211.wav,66752,
415,0020/Surprise/train/0020_001655.wav,66720,
416,0020/Happy/train/0020_000802.wav,66688,
417,0013/Happy/train/0013_000839.wav,66672,
418,0019/Sad/train/0019_001109.wav,66656,
419,0020/Sad/train/0020_001343.wav,66656,
420,0011/Happy/train/0011_000876.wav,66640,
421,0017/Angry/train/0017_000452.wav,66640,
422,0011/Sad/train/0011_001305.wav,66624,
423,0014/Angry/train/0014_000636.wav,66608,
424,0017/Angry/train/0017_000592.wav,66592,
425,0015/Angry/train/0015_000498.wav,66576,
426,0017/Angry/train/0017_000576.wav,66544,
427,0017/Neutral/train/0017_000227.wav,66480,
428,0013/Surprise/train/0013_001459.wav,66464,
429,0013/Angry/train/0013_000684.wav,66464,
430,0013/Sad/train/0013_001323.wav,66464,
431,0013/Angry/train/0013_000561.wav,66464,
432,0013/Happy/train/0013_001009.wav,66448,
433,0014/Angry/train/0014_000592.wav,66416,
434,0014/Angry/train/0014_000536.wav,66416,
435,0015/Happy/train/0015_000876.wav,66416,
436,0020/Happy/train/0020_000885.wav,66400,
437,0013/Surprise/train/0013_001611.wav,66400,
438,0011/Sad/train/0011_001379.wav,66400,
439,0019/Sad/train/0019_001198.wav,66368,
440,0012/Angry/train/0012_000526.wav,66368,
441,0011/Angry/train/0011_000624.wav,66320,
442,0017/Angry/train/0017_000432.wav,66320,
443,0013/Happy/train/0013_001040.wav,66304,
444,0011/Surprise/train/0011_001576.wav,66256,
445,0015/Sad/train/0015_001153.wav,66224,
446,0016/Sad/train/0016_001365.wav,66208,
447,0011/Surprise/train/0011_001719.wav,66208,
448,0017/Sad/train/0017_001323.wav,66192,
449,0013/Angry/train/0013_000425.wav,66160,
450,0014/Sad/train/0014_001113.wav,66144,
451,0020/Sad/train/0020_001209.wav,66144,
452,0014/Neutral/train/0014_000148.wav,66128,
453,0014/Neutral/train/0014_000273.wav,66112,
454,0019/Surprise/train/0019_001686.wav,66096,
455,0019/Angry/train/0019_000597.wav,66048,
456,0015/Sad/train/0015_001132.wav,65984,
457,0014/Happy/train/0014_001010.wav,65968,
458,0020/Sad/train/0020_001359.wav,65936,
459,0017/Angry/train/0017_000421.wav,65920,
460,0013/Surprise/train/0013_001709.wav,65920,
461,0019/Happy/train/0019_000947.wav,65904,
462,0020/Sad/train/0020_001102.wav,65904,
463,0014/Neutral/train/0014_000071.wav,65888,
464,0013/Sad/train/0013_001209.wav,65888,
465,0020/Sad/train/0020_001289.wav,65856,
466,0019/Sad/train/0019_001277.wav,65840,
467,0013/Neutral/train/0013_000310.wav,65840,
468,0020/Happy/train/0020_000973.wav,65824,
469,0019/Surprise/train/0019_001633.wav,65808,
470,0020/Happy/train/0020_000993.wav,65808,
471,0013/Surprise/train/0013_001647.wav,65792,
472,0014/Angry/train/0014_000629.wav,65792,
473,0013/Happy/train/0013_001006.wav,65760,
474,0014/Sad/train/0014_001147.wav,65760,
475,0011/Surprise/train/0011_001655.wav,65760,
476,0014/Surprise/train/0014_001633.wav,65744,
477,0013/Sad/train/0013_001347.wav,65696,
478,0017/Angry/train/0017_000505.wav,65680,
479,0015/Neutral/train/0015_000227.wav,65680,
480,0015/Sad/train/0015_001188.wav,65680,
481,0020/Sad/train/0020_001247.wav,65664,
482,0012/Sad/train/0012_001261.wav,65648,
483,0012/Surprise/train/0012_001539.wav,65636,
484,0015/Angry/train/0015_000540.wav,65632,
485,0013/Surprise/train/0013_001482.wav,65616,
486,0019/Happy/train/0019_000972.wav,65584,
487,0014/Neutral/train/0014_000178.wav,65584,
488,0019/Surprise/train/0019_001729.wav,65568,
489,0020/Happy/train/0020_001031.wav,65552,
490,0013/Angry/train/0013_000659.wav,65536,
491,0013/Happy/train/0013_000933.wav,65520,
492,0015/Angry/train/0015_000577.wav,65504,
493,0013/Angry/train/0013_000528.wav,65504,
494,0016/Sad/train/0016_001246.wav,65488,
495,0018/Angry/train/0018_000577.wav,65456,
496,0020/Sad/train/0020_001193.wav,65440,
497,0017/Angry/train/0017_000656.wav,65440,
498,0016/Sad/train/0016_001289.wav,65424,
499,0012/Surprise/train/0012_001626.wav,65380,
500,0014/Surprise/train/0014_001514.wav,65376,
501,0017/Sad/train/0017_001365.wav,65376,
502,0013/Sad/train/0013_001292.wav,65360,
503,0020/Angry/train/0020_000605.wav,65360,
504,0013/Sad/train/0013_001283.wav,65360,
505,0014/Surprise/train/0014_001459.wav,65344,
506,0019/Sad/train/0019_001194.wav,65328,
507,0020/Sad/train/0020_001246.wav,65296,
508,0012/Sad/train/0012_001174.wav,65290,
509,0011/Sad/train/0011_001324.wav,65280,
510,0018/Angry/train/0018_000498.wav,65264,
511,0013/Surprise/train/0013_001538.wav,65248,
512,0014/Sad/train/0014_001174.wav,65216,
513,0019/Surprise/train/0019_001459.wav,65216,
514,0013/Angry/train/0013_000488.wav,65200,
515,0013/Happy/train/0013_000961.wav,65200,
516,0013/Happy/train/0013_001010.wav,65184,
517,0015/Sad/train/0015_001336.wav,65152,
518,0013/Surprise/train/0013_001471.wav,65152,
519,0018/Neutral/train/0018_000138.wav,65136,
520,0020/Happy/train/0020_000939.wav,65136,
521,0011/Angry/train/0011_000526.wav,65136,
522,0014/Sad/train/0014_001236.wav,65136,
523,0013/Happy/train/0013_001019.wav,65120,
524,0020/Sad/train/0020_001197.wav,65104,
525,0019/Happy/train/0019_000844.wav,65104,
526,0015/Neutral/train/0015_000310.wav,65088,
527,0015/Neutral/train/0015_000242.wav,65072,
528,0020/Angry/train/0020_000624.wav,65072,
529,0018/Angry/train/0018_000624.wav,65072,
530,0017/Angry/train/0017_000524.wav,65024,
531,0013/Sad/train/0013_001198.wav,65008,
532,0014/Sad/train/0014_001276.wav,65008,
533,0020/Surprise/train/0020_001674.wav,64992,
534,0020/Sad/train/0020_001248.wav,64992,
535,0018/Neutral/train/0018_000310.wav,64992,
536,0019/Angry/train/0019_000658.wav,64992,
537,0020/Happy/train/0020_000918.wav,64976,
538,0019/Surprise/train/0019_001740.wav,64960,
539,0016/Sad/train/0016_001121.wav,64960,
540,0017/Sad/train/0017_001198.wav,64960,
541,0013/Happy/train/0013_000911.wav,64864,
542,0020/Sad/train/0020_001174.wav,64864,
543,0013/Happy/train/0013_000947.wav,64848,
544,0019/Sad/train/0019_001179.wav,64832,
545,0020/Happy/train/0020_000763.wav,64800,
546,0020/Happy/train/0020_000791.wav,64800,
547,0020/Sad/train/0020_001282.wav,64800,
548,0013/Surprise/train/0013_001514.wav,64784,
549,0020/Sad/train/0020_001228.wav,64784,
550,0014/Sad/train/0014_001121.wav,64768,
551,0020/Sad/train/0020_001240.wav,64768,
552,0016/Sad/train/0016_001138.wav,64736,
553,0015/Sad/train/0015_001109.wav,64736,
554,0020/Sad/train/0020_001317.wav,64720,
555,0014/Neutral/train/0014_000197.wav,64656,
556,0013/Angry/train/0013_000515.wav,64640,
557,0014/Sad/train/0014_001334.wav,64624,
558,0018/Sad/train/0018_001164.wav,64608,
559,0018/Neutral/train/0018_000227.wav,64608,
560,0013/Angry/train/0013_000505.wav,64576,
561,0017/Angry/train/0017_000425.wav,64576,
562,0012/Neutral/train/0012_000227.wav,64576,
563,0020/Happy/train/0020_000813.wav,64528,
564,0020/Sad/train/0020_001347.wav,64512,
565,0015/Angry/train/0015_000479.wav,64512,
566,0014/Neutral/train/0014_000261.wav,64496,
567,0013/Happy/train/0013_000985.wav,64496,
568,0012/Angry/train/0012_000608.wav,64448,
569,0019/Surprise/train/0019_001706.wav,64448,
570,0020/Sad/train/0020_001236.wav,64432,
571,0012/Sad/train/0012_001358.wav,64416,
572,0014/Neutral/train/0014_000217.wav,64416,
573,0020/Happy/train/0020_000859.wav,64416,
574,0013/Surprise/train/0013_001673.wav,64416,
575,0016/Sad/train/0016_001360.wav,64400,
